geoid,name,pop
5001600US4810,"Congressional District 10 (116th Congress), Texas",604700
5001600US4811,"Congressional District 11 (116th Congress), Texas",543743
5001600US4812,"Congressional District 12 (116th Congress), Texas",584149
5001600US4813,"Congressional District 13 (116th Congress), Texas",495640
5001600US4814,"Congressional District 14 (116th Congress), Texas",532061
5001600US4815,"Congressional District 15 (116th Congress), Texas",450561
5001600US4816,"Congressional District 16 (116th Congress), Texas",476360
5001600US4817,"Congressional District 17 (116th Congress), Texas",558009
5001600US4818,"Congressional District 18 (116th Congress), Texas",489098
5001600US4819,"Congressional District 19 (116th Congress), Texas",516199
5001600US4820,"Congressional District 20 (116th Congress), Texas",547526
5001600US4821,"Congressional District 21 (116th Congress), Texas",628280
5001600US4822,"Congressional District 22 (116th Congress), Texas",610720
5001600US4823,"Congressional District 23 (116th Congress), Texas",510863
5001600US4824,"Congressional District 24 (116th Congress), Texas",529495
5001600US4825,"Congressional District 25 (116th Congress), Texas",596070
5001600US4826,"Congressional District 26 (116th Congress), Texas",625355
5001600US4827,"Congressional District 27 (116th Congress), Texas",523961
5001600US4828,"Congressional District 28 (116th Congress), Texas",441163
5001600US4829,"Congressional District 29 (116th Congress), Texas",394689
5001600US4830,"Congressional District 30 (116th Congress), Texas",476002
5001600US4831,"Congressional District 31 (116th Congress), Texas",625582
5001600US4832,"Congressional District 32 (116th Congress), Texas",497892
5001600US4833,"Congressional District 33 (116th Congress), Texas",354913
5001600US4834,"Congressional District 34 (116th Congress), Texas",429232
5001600US4835,"Congressional District 35 (116th Congress), Texas",570039
5001600US4836,"Congressional District 36 (116th Congress), Texas",525600
5001600US4901,"Congressional District 1 (116th Congress), Utah",529838
5001600US4902,"Congressional District 2 (116th Congress), Utah",534997
5001600US4903,"Congressional District 3 (116th Congress), Utah",523751
5001600US4904,"Congressional District 4 (116th Congress), Utah",545663
5001600US5000,"Congressional District (at Large) (116th Congress), Vermont",498705
5001600US5101,"Congressional District 1 (116th Congress), Virginia",592356
5001600US5102,"Congressional District 2 (116th Congress), Virginia",553005
5001600US5103,"Congressional District 3 (116th Congress), Virginia",567916
5001600US5104,"Congressional District 4 (116th Congress), Virginia",589257
5001600US5105,"Congressional District 5 (116th Congress), Virginia",579655
5001600US5106,"Congressional District 6 (116th Congress), Virginia",585724
5001600US5107,"Congressional District 7 (116th Congress), Virginia",579534
5001600US5108,"Congressional District 8 (116th Congress), Virginia",535969
5001600US5109,"Congressional District 9 (116th Congress), Virginia",567777
5001600US5110,"Congressional District 10 (116th Congress), Virginia",563408
5001600US5111,"Congressional District 11 (116th Congress), Virginia",512022
5001600US5301,"Congressional District 1 (116th Congress), Washington",533647
5001600US5302,"Congressional District 2 (116th Congress), Washington",566650
5001600US5303,"Congressional District 3 (116th Congress), Washington",556214
5001600US5304,"Congressional District 4 (116th Congress), Washington",446137
5001600US5305,"Congressional District 5 (116th Congress), Washington",562834
5001600US5306,"Congressional District 6 (116th Congress), Washington",567917
5001600US5307,"Congressional District 7 (116th Congress), Washington",609219
5001600US5308,"Congressional District 8 (116th Congress), Washington",524468
5001600US5309,"Congressional District 9 (116th Congress), Washington",481044
5001600US5310,"Congressional District 10 (116th Congress), Washington",560905
5001600US5401,"Congressional District 1 (116th Congress), West Virginia",482965
5001600US5402,"Congressional District 2 (116th Congress), West Virginia",485281
5001600US5403,"Congressional District 3 (116th Congress), West Virginia",452043
5001600US5501,"Congressional District 1 (116th Congress), Wisconsin",540501
5001600US5502,"Congressional District 2 (116th Congress), Wisconsin",579336
5001600US5503,"Congressional District 3 (116th Congress), Wisconsin",565661
5001600US5504,"Congressional District 4 (116th Congress), Wisconsin",487730
5001600US5505,"Congressional District 5 (116th Congress), Wisconsin",570227
5001600US5506,"Congressional District 6 (116th Congress), Wisconsin",553146
5001600US5507,"Congressional District 7 (116th Congress), Wisconsin",556088
5001600US5508,"Congressional District 8 (116th Congress), Wisconsin",560199
5001600US5600,"Congressional District (at Large) (116th Congress), Wyoming",434852
5001600US7298,"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",2579596
