geoid,name,pop
0500000US42073,"Lawrence County, Pennsylvania",68112
0500000US42075,"Lebanon County, Pennsylvania",108219
0500000US42077,"Lehigh County, Pennsylvania",269568
0500000US42079,"Luzerne County, Pennsylvania",244773
0500000US42081,"Lycoming County, Pennsylvania",88815
0500000US42085,"Mercer County, Pennsylvania",88442
0500000US42089,"Monroe County, Pennsylvania",133897
0500000US42091,"Montgomery County, Pennsylvania",623630
0500000US42095,"Northampton County, Pennsylvania",236683
0500000US42097,"Northumberland County, Pennsylvania",72014
0500000US42101,"Philadelphia County, Pennsylvania",1147538
0500000US42107,"Schuylkill County, Pennsylvania",112395
0500000US42111,"Somerset County, Pennsylvania",59678
0500000US42125,"Washington County, Pennsylvania",164801
0500000US42129,"Westmoreland County, Pennsylvania",283418
0500000US42133,"York County, Pennsylvania",340800
0500000US44003,"Kent County, Rhode Island",130722
0500000US44005,"Newport County, Rhode Island",65531
0500000US44007,"Providence County, Rhode Island",462220
0500000US44009,"Washington County, Rhode Island",103728
0500000US45003,"Aiken County, South Carolina",130366
0500000US45007,"Anderson County, South Carolina",153679
0500000US45013,"Beaufort County, South Carolina",150018
0500000US45015,"Berkeley County, South Carolina",167417
0500000US45019,"Charleston County, South Carolina",315503
0500000US45031,"Darlington County, South Carolina",51850
0500000US45035,"Dorchester County, South Carolina",117031
0500000US45041,"Florence County, South Carolina",103592
0500000US45045,"Greenville County, South Carolina",379510
0500000US45047,"Greenwood County, South Carolina",54569
0500000US45051,"Horry County, South Carolina",277031
0500000US45055,"Kershaw County, South Carolina",49777
0500000US45057,"Lancaster County, South Carolina",73233
0500000US45059,"Laurens County, South Carolina",50928
0500000US45063,"Lexington County, South Carolina",221500
0500000US45073,"Oconee County, South Carolina",61850
0500000US45075,"Orangeburg County, South Carolina",66819
0500000US45077,"Pickens County, South Carolina",100370
0500000US45079,"Richland County, South Carolina",313447
0500000US45083,"Spartanburg County, South Carolina",237683
0500000US45085,"Sumter County, South Carolina",80310
0500000US45091,"York County, South Carolina",205215
0500000US46099,"Minnehaha County, South Dakota",138955
0500000US46103,"Pennington County, South Dakota",86704
0500000US47001,"Anderson County, Tennessee",59625
0500000US47009,"Blount County, Tennessee",103455
0500000US47011,"Bradley County, Tennessee",81511
0500000US47037,"Davidson County, Tennessee",500382
0500000US47059,"Greene County, Tennessee",54947
0500000US47065,"Hamilton County, Tennessee",281506
0500000US47093,"Knox County, Tennessee",360760
0500000US47113,"Madison County, Tennessee",74679
0500000US47119,"Maury County, Tennessee",72381
0500000US47125,"Montgomery County, Tennessee",147473
0500000US47141,"Putnam County, Tennessee",61746
0500000US47147,"Robertson County, Tennessee",53064
0500000US47149,"Rutherford County, Tennessee",235813
0500000US47155,"Sevier County, Tennessee",74213
0500000US47157,"Shelby County, Tennessee",674333
0500000US47163,"Sullivan County, Tennessee",127104
0500000US47165,"Sumner County, Tennessee",141593
0500000US47179,"Washington County, Tennessee",103779
0500000US47187,"Williamson County, Tennessee",166748
0500000US47189,"Wilson County, Tennessee",107097
0500000US48005,"Angelina County, Texas",60460
0500000US48021,"Bastrop County, Texas",58912
0500000US48027,"Bell County, Texas",248903
0500000US48029,"Bexar County, Texas",1356332
0500000US48037,"Bowie County, Texas",69572
0500000US48039,"Brazoria County, Texas",255800
0500000US48041,"Brazos County, Texas",163288
0500000US48061,"Cameron County, Texas",238506
0500000US48085,"Collin County, Texas",663520
0500000US48091,"Comal County, Texas",118664
0500000US48099,"Coryell County, Texas",56430
0500000US48113,"Dallas County, Texas",1522842
0500000US48121,"Denton County, Texas",602525
0500000US48135,"Ector County, Texas",99593
0500000US48139,"Ellis County, Texas",127504
0500000US48141,"El Paso County, Texas",528716
0500000US48157,"Fort Bend County, Texas",506129
0500000US48167,"Galveston County, Texas",241336
0500000US48181,"Grayson County, Texas",99208
0500000US48183,"Gregg County, Texas",85423
0500000US48187,"Guadalupe County, Texas",120414
0500000US48201,"Harris County, Texas",2801292
0500000US48203,"Harrison County, Texas",48787
0500000US48209,"Hays County, Texas",164737
0500000US48213,"Henderson County, Texas",63191
0500000US48215,"Hidalgo County, Texas",439083
0500000US48231,"Hunt County, Texas",71315
0500000US48245,"Jefferson County, Texas",172962
0500000US48251,"Johnson County, Texas",125529
0500000US48257,"Kaufman County, Texas",91876
0500000US48291,"Liberty County, Texas",59250
0500000US48303,"Lubbock County, Texas",225735
0500000US48309,"McLennan County, Texas",180492
0500000US48329,"Midland County, Texas",113237
0500000US48339,"Montgomery County, Texas",397952
0500000US48347,"Nacogdoches County, Texas",47208
0500000US48355,"Nueces County, Texas",254413
0500000US48361,"Orange County, Texas",62156
0500000US48367,"Parker County, Texas",101924
0500000US48375,"Potter County, Texas",75559
0500000US48381,"Randall County, Texas",100098
0500000US48397,"Rockwall County, Texas",73454
0500000US48409,"San Patricio County, Texas",47926
0500000US48423,"Smith County, Texas",163015
0500000US48439,"Tarrant County, Texas",1379884
0500000US48441,"Taylor County, Texas",100121
0500000US48451,"Tom Green County, Texas",86540
0500000US48453,"Travis County, Texas",866565
0500000US48469,"Victoria County, Texas",66547
0500000US48471,"Walker County, Texas",57055
0500000US48479,"Webb County, Texas",143873
0500000US48485,"Wichita County, Texas",99050
0500000US48491,"Williamson County, Texas",402649
0500000US48497,"Wise County, Texas",47237
0500000US49005,"Cache County, Utah",84765
0500000US49011,"Davis County, Utah",235395
0500000US49035,"Salt Lake County, Utah",768155
0500000US49045,"Tooele County, Utah",48276
0500000US49049,"Utah County, Utah",403861
0500000US49053,"Washington County, Utah",126332
0500000US49057,"Weber County, Utah",180498
0500000US50007,"Chittenden County, Vermont",128974
0500000US51003,"Albemarle County, Virginia",82905
0500000US51013,"Arlington County, Virginia",170803
0500000US51015,"Augusta County, Virginia",60595
0500000US51019,"Bedford County, Virginia",62220
0500000US51041,"Chesterfield County, Virginia",255298
0500000US51059,"Fairfax County, Virginia",744298
0500000US51061,"Fauquier County, Virginia",52358
0500000US51069,"Frederick County, Virginia",65187
0500000US51085,"Hanover County, Virginia",82619
0500000US51087,"Henrico County, Virginia",235594
0500000US51095,"James City County, Virginia",59845
0500000US51107,"Loudoun County, Virginia",262259
0500000US51121,"Montgomery County, Virginia",80153
0500000US51153,"Prince William County, Virginia",290939
0500000US51161,"Roanoke County, Virginia",73479
0500000US51165,"Rockingham County, Virginia",61345
0500000US51177,"Spotsylvania County, Virginia",96345
0500000US51179,"Stafford County, Virginia",106043
0500000US51199,"York County, Virginia",50401
0500000US51510,"Alexandria city, Virginia",109615
0500000US51550,"Chesapeake city, Virginia",178713
0500000US51650,"Hampton city, Virginia",104321
0500000US51680,"Lynchburg city, Virginia",63636
0500000US51700,"Newport News city, Virginia",130216
0500000US51710,"Norfolk city, Virginia",188326
0500000US51740,"Portsmouth city, Virginia",72286
0500000US51760,"Richmond city, Virginia",179536
0500000US51770,"Roanoke city, Virginia",75645
0500000US51800,"Suffolk city, Virginia",67995
0500000US51810,"Virginia Beach city, Virginia",338466
0500000US53005,"Benton County, Washington",137142
0500000US53007,"Chelan County, Washington",52448
0500000US53009,"Clallam County, Washington",63387
0500000US53011,"Clark County, Washington",352396
0500000US53015,"Cowlitz County, Washington",82791
0500000US53021,"Franklin County, Washington",48482
0500000US53025,"Grant County, Washington",57139
0500000US53027,"Grays Harbor County, Washington",57698
0500000US53029,"Island County, Washington",68025
0500000US53033,"King County, Washington",1528801
0500000US53035,"Kitsap County, Washington",210046
0500000US53041,"Lewis County, Washington",61330
0500000US53045,"Mason County, Washington",51534
0500000US53053,"Pierce County, Washington",656925
0500000US53057,"Skagit County, Washington",94232
0500000US53061,"Snohomish County, Washington",582367
0500000US53063,"Spokane County, Washington",398795
0500000US53067,"Thurston County, Washington",218166
0500000US53073,"Whatcom County, Washington",176026
0500000US53077,"Yakima County, Washington",145202
0500000US54003,"Berkeley County, West Virginia",89730
0500000US54011,"Cabell County, West Virginia",73138
0500000US54033,"Harrison County, West Virginia",52526
0500000US54039,"Kanawha County, West Virginia",140966
0500000US54061,"Monongalia County, West Virginia",84917
0500000US54081,"Raleigh County, West Virginia",58055
0500000US54107,"Wood County, West Virginia",65709
0500000US55009,"Brown County, Wisconsin",194151
0500000US55025,"Dane County, Wisconsin",409351
0500000US55027,"Dodge County, Wisconsin",68040
0500000US55035,"Eau Claire County, Wisconsin",82214
0500000US55039,"Fond du Lac County, Wisconsin",80219
0500000US55055,"Jefferson County, Wisconsin",65774
0500000US55059,"Kenosha County, Wisconsin",126114
0500000US55063,"La Crosse County, Wisconsin",93574
0500000US55071,"Manitowoc County, Wisconsin",61264
0500000US55073,"Marathon County, Wisconsin",101843
0500000US55079,"Milwaukee County, Wisconsin",670392
0500000US55087,"Outagamie County, Wisconsin",142172
0500000US55089,"Ozaukee County, Wisconsin",68365
0500000US55097,"Portage County, Wisconsin",56020
0500000US55101,"Racine County, Wisconsin",145585
0500000US55105,"Rock County, Wisconsin",122191
0500000US55109,"St. Croix County, Wisconsin",67723
0500000US55117,"Sheboygan County, Wisconsin",87498
0500000US55127,"Walworth County, Wisconsin",80409
0500000US55131,"Washington County, Wisconsin",106556
0500000US55133,"Waukesha County, Wisconsin",310388
0500000US55139,"Winnebago County, Wisconsin",133958
0500000US55141,"Wood County, Wisconsin",56768
0500000US56021,"Laramie County, Wyoming",74452
0500000US56025,"Natrona County, Wyoming",60367
0500000US72013,"Arecibo Municipio, Puerto Rico",67290
0500000US72021,"Bayamón Municipio, Puerto Rico",137404
0500000US72025,"Caguas Municipio, Puerto Rico",101878
0500000US72031,"Carolina Municipio, Puerto Rico",117408
0500000US72061,"Guaynabo Municipio, Puerto Rico",69900
0500000US72097,"Mayagüez Municipio, Puerto Rico",59027
0500000US72113,"Ponce Municipio, Puerto Rico",106173
0500000US72127,"San Juan Municipio, Puerto Rico",246768
0500000US72135,"Toa Alta Municipio, Puerto Rico",58396
0500000US72137,"Toa Baja Municipio, Puerto Rico",59718
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",51075
